,reviewId,itemId,userId,rating,testimony_class
122,1479,20,2414,5,2.0
123,743,23,13,5,2.0
124,270,23,3516,5,2.0
125,507,23,243,3,1.0
126,3026,11,1589,3,2.0
127,882,23,452,5,3.0
128,3180,11,3748,5,2.0
129,3010,11,2230,5,2.0
130,172,23,737,4,2.0
131,1108,20,824,4,2.0
132,252,23,1860,3,1.0
133,1269,20,3480,5,2.0
134,521,23,3039,3,1.0
135,1165,20,3680,5,2.0
136,1352,20,2370,5,2.0
137,1515,20,1297,5,2.0
138,1081,20,3165,4,2.0
139,1389,20,2616,4,3.0
140,1036,20,3315,4,2.0
141,3003,11,513,5,3.0
142,1244,20,3608,5,2.0
143,1083,20,3199,5,2.0
144,922,23,3522,5,2.0
145,321,23,1022,5,3.0
146,604,23,1689,5,2.0
147,1421,20,278,5,2.0
148,991,20,2476,4,2.0
149,983,20,356,5,2.0
150,631,23,2600,3,2.0
151,531,23,2218,5,2.0
152,1268,20,771,5,2.0
153,658,23,1797,4,1.0
154,841,23,1303,5,2.0
155,623,23,1160,5,2.0
156,1218,20,3249,5,2.0
157,323,23,701,5,2.0
158,866,23,3346,3,2.0
159,288,23,118,5,3.0
160,1216,20,579,5,2.0
161,1519,20,2723,4,2.0
162,615,23,2539,5,3.0
163,1177,20,1414,4,2.0
164,608,23,2817,5,2.0
165,701,23,68,5,2.0
166,232,23,2095,5,3.0
167,930,23,785,5,2.0
168,3035,11,1556,5,2.0
169,713,23,3769,5,2.0
170,498,23,75,5,3.0
171,1279,20,629,5,2.0
172,610,23,2166,4,2.0
173,899,23,2373,5,2.0
174,585,23,1153,5,2.0
175,485,23,30,5,2.0
176,482,23,2370,5,2.0
177,1148,20,1378,5,1.0
178,451,23,2024,5,3.0
179,3200,11,3696,5,2.0
180,1495,20,2087,5,2.0
181,3130,11,3468,5,2.0
182,351,23,3411,5,2.0
183,456,23,3104,5,2.0
184,142,23,3390,5,2.0
185,881,23,90,5,3.0
186,1451,20,2552,5,2.0
187,1112,20,3737,4,2.0
188,908,23,3519,5,2.0
189,3146,11,2197,4,3.0
190,346,23,2155,5,2.0
191,903,23,3132,4,2.0
192,392,23,3365,4,2.0
193,1286,20,2349,5,2.0
194,3104,11,207,5,2.0
195,681,23,1888,5,2.0
196,751,23,108,5,2.0
197,1262,20,424,5,2.0
198,433,23,528,5,2.0
199,1328,20,3237,5,2.0
200,322,23,2201,5,2.0
201,1030,20,3,5,2.0
202,1529,20,899,5,3.0
203,3151,11,1651,4,2.0
204,2987,11,415,5,2.0
205,1526,20,1481,5,2.0
206,1472,20,864,5,2.0
207,1070,20,1836,5,1.0
208,139,23,294,4,2.0
209,690,23,670,5,2.0
210,1293,20,2383,3,2.0
211,248,23,2029,5,2.0
212,1531,20,931,4,2.0
213,818,23,2790,5,2.0
214,458,23,1941,5,2.0
215,960,20,1653,3,1.0
216,811,23,981,5,2.0
217,290,23,3793,4,2.0
218,439,23,534,5,2.0
219,460,23,2071,5,2.0
220,227,23,3044,5,2.0
221,1517,20,605,5,2.0
222,1151,20,1607,4,2.0
223,3158,11,1391,5,2.0
224,0,19,2976,3,2.0
225,1,19,3339,5,2.0
226,2,19,1472,4,2.0
227,3,19,603,5,3.0
228,4,19,332,5,3.0
229,5,19,753,5,3.0
230,6,19,2421,5,3.0
231,7,19,3388,4,2.0
232,8,19,3286,5,2.0
233,9,19,2849,5,1.0
234,10,19,643,5,2.0
235,11,19,2978,5,2.0
236,12,19,370,5,2.0
237,13,19,688,5,2.0
238,14,19,3421,5,2.0
239,15,19,2413,3,2.0
240,16,19,2607,5,2.0
241,17,19,3526,4,2.0
242,18,19,2902,5,2.0
243,19,19,2964,4,3.0
244,20,19,1236,1,2.0
245,21,19,1839,4,2.0
246,22,19,2956,5,3.0
247,23,19,1971,4,2.0
248,24,19,2781,4,2.0
249,25,19,3742,5,2.0
250,26,19,1078,5,2.0
251,27,19,1514,5,2.0
252,28,19,3191,5,2.0
253,29,19,2022,4,2.0
254,30,19,443,4,2.0
255,31,19,2084,4,2.0
256,32,19,2221,4,2.0
257,33,19,848,5,2.0
258,34,19,2343,4,2.0
259,35,19,2798,4,2.0
260,36,19,3042,5,2.0
261,37,19,1298,5,2.0
262,38,19,3607,5,2.0
263,39,19,2059,5,2.0
264,40,19,2902,5,2.0
265,41,19,3774,5,2.0
266,42,19,81,5,2.0
267,43,19,1688,5,2.0
268,44,19,439,4,3.0
269,45,19,2171,5,2.0
270,46,19,269,4,2.0
271,47,19,3726,5,2.0
272,48,19,509,4,2.0
273,49,19,3176,4,2.0
274,50,19,2880,5,2.0
275,51,19,3814,3,2.0
276,52,19,3405,4,2.0
277,53,19,217,5,3.0
278,54,19,2032,5,2.0
279,55,19,1181,5,2.0
280,56,19,263,5,2.0
281,57,19,2875,5,2.0
282,58,19,2368,5,2.0
283,59,19,1095,5,2.0
284,60,19,989,4,2.0
285,61,19,442,5,2.0
286,62,19,1871,4,2.0
287,63,19,3511,5,2.0
288,64,19,626,5,2.0
289,65,19,3483,5,2.0
290,66,19,1401,5,3.0
291,67,19,716,5,3.0
292,68,19,3306,5,2.0
293,69,19,3714,4,2.0
294,70,19,2570,1,2.0
295,71,19,443,4,2.0
296,72,19,880,3,1.0
297,74,19,2902,5,2.0
298,75,19,1003,4,1.0
299,76,19,835,5,2.0
300,77,19,2294,4,3.0
301,78,19,2455,3,2.0
302,79,19,2173,4,3.0
303,80,19,2330,2,2.0
304,81,19,2875,5,2.0
305,82,19,1523,3,2.0
306,83,19,1638,5,2.0
307,84,19,2177,4,2.0
308,85,19,3625,4,2.0
309,86,19,1946,5,2.0
310,87,19,2695,4,3.0
311,88,19,2063,5,2.0
312,89,19,1369,5,2.0
313,90,19,2062,4,2.0
314,91,19,2340,3,2.0
315,92,19,2148,5,2.0
316,93,19,1018,2,2.0
317,94,19,2174,5,2.0
318,95,19,3281,5,2.0
319,96,23,1266,5,2.0
320,97,23,49,5,2.0
321,98,23,590,5,2.0
322,99,23,29,5,3.0
323,100,23,589,5,2.0
324,101,23,303,5,2.0
325,102,23,448,5,2.0
326,103,23,2236,5,2.0
327,104,23,3012,4,2.0
328,105,23,3128,4,2.0
329,106,23,1948,5,2.0
330,107,23,3294,4,2.0
331,109,23,663,5,3.0
332,110,23,454,5,2.0
333,111,23,3550,5,2.0
334,112,23,901,5,2.0
335,113,23,2121,4,2.0
336,114,23,358,5,2.0
337,115,23,2493,5,2.0
338,116,23,346,4,2.0
339,117,23,3183,5,2.0
340,118,23,2159,5,3.0
341,119,23,132,5,2.0
342,120,23,2052,5,2.0
343,121,23,3086,4,2.0
344,122,23,2605,5,2.0
345,124,23,1162,5,2.0
346,126,23,443,5,2.0
347,129,23,2937,5,2.0
348,130,23,3177,4,2.0
349,131,23,957,5,2.0
350,135,23,2206,5,2.0
351,136,23,2168,4,2.0
352,137,23,2422,4,2.0
353,138,23,3109,5,2.0
354,140,23,487,5,2.0
355,141,23,1680,5,3.0
356,144,23,3169,5,2.0
357,146,23,3085,5,2.0
358,147,23,724,5,2.0
359,148,23,363,5,2.0
360,149,23,754,5,2.0
361,150,23,2425,5,2.0
362,151,23,1793,4,2.0
363,152,23,2800,4,2.0
364,153,23,1237,5,2.0
365,154,23,2111,5,1.0
366,155,23,160,5,2.0
367,156,23,3407,5,2.0
368,157,23,1073,5,2.0
369,158,23,181,4,2.0
370,159,23,2928,5,2.0
371,160,23,3145,4,2.0
372,161,23,3330,5,2.0
373,162,23,2637,3,2.0
374,163,23,2377,5,2.0
375,164,23,2646,5,3.0
376,165,23,3675,5,2.0
377,166,23,3453,5,2.0
378,167,23,3688,4,2.0
379,168,23,1217,5,2.0
380,169,23,459,5,2.0
381,170,23,3121,5,2.0
382,171,23,616,5,2.0
383,175,23,3433,5,2.0
384,176,23,3450,4,2.0
385,178,23,2903,5,2.0
386,179,23,2362,5,2.0
387,180,23,285,5,2.0
388,181,23,841,5,3.0
389,182,23,1394,5,2.0
390,183,23,3600,4,2.0
391,184,23,2527,4,2.0
392,185,23,2922,5,2.0
393,186,23,23,5,3.0
394,187,23,2923,5,2.0
395,188,23,1598,3,1.0
396,189,23,767,5,2.0
397,190,23,2016,5,2.0
398,191,23,334,5,2.0
399,192,23,2672,5,2.0
400,193,23,2009,5,2.0
401,194,23,1510,4,2.0
402,196,23,738,5,2.0
403,197,23,416,5,2.0
404,198,23,1136,5,2.0
405,199,23,1444,5,2.0
406,200,23,2881,5,2.0
407,203,23,3814,5,2.0
408,204,23,3410,5,2.0
409,205,23,1835,5,2.0
410,206,23,1320,5,2.0
411,207,23,1644,4,2.0
412,208,23,748,5,2.0
413,211,23,3784,5,2.0
414,212,23,346,4,2.0
415,213,23,726,5,3.0
416,215,23,1615,4,2.0
417,216,23,1913,5,2.0
418,217,23,418,5,2.0
419,218,23,1140,4,2.0
420,219,23,1667,5,2.0
421,220,23,2056,5,2.0
422,221,23,1027,5,2.0
423,222,23,1589,5,2.0
424,223,23,468,5,2.0
425,224,23,589,5,2.0
426,225,23,1641,5,2.0
427,228,23,525,5,2.0
428,229,23,2051,2,2.0
429,230,23,1139,5,2.0
430,231,23,3049,3,1.0
431,233,23,990,4,2.0
432,234,23,784,5,2.0
433,235,23,3264,5,2.0
434,236,23,3730,5,2.0
435,237,23,672,5,2.0
436,239,23,1292,5,2.0
437,242,23,2134,5,2.0
438,243,23,1386,5,2.0
439,245,23,1493,5,2.0
440,246,23,1016,5,2.0
441,247,23,3202,4,3.0
442,249,23,1817,5,2.0
443,250,23,2704,5,2.0
444,251,23,2788,5,2.0
445,254,23,2003,5,3.0
446,255,23,1625,5,2.0
447,257,23,3771,5,2.0
448,258,23,336,5,2.0
449,260,23,3070,5,2.0
450,261,23,2289,5,2.0
451,262,23,1630,5,2.0
452,263,23,2818,5,2.0
453,264,23,2625,5,2.0
454,265,23,2774,1,2.0
455,268,23,3745,5,2.0
456,269,23,755,5,2.0
457,271,23,836,5,2.0
458,273,23,3278,5,3.0
459,274,23,1442,5,2.0
460,276,23,3006,5,2.0
461,277,23,3103,5,2.0
462,278,23,3651,4,2.0
463,279,23,2505,5,2.0
464,280,23,2241,4,2.0
465,281,23,954,4,2.0
466,282,23,2408,5,2.0
467,283,23,1032,5,2.0
468,284,23,3193,4,2.0
469,286,23,3007,5,3.0
470,287,23,2984,4,2.0
471,289,23,3071,4,2.0
472,291,23,204,4,2.0
473,292,23,2926,4,2.0
474,293,23,218,5,2.0
475,294,23,2991,5,3.0
476,295,23,2810,5,2.0
477,296,23,2170,4,2.0
478,298,23,3220,5,2.0
479,299,23,153,5,2.0
480,300,23,213,5,2.0
481,301,23,1582,5,2.0
482,302,23,14,5,2.0
483,303,23,3156,5,3.0
484,304,23,442,4,3.0
485,307,23,1086,4,2.0
486,308,23,3065,5,2.0
487,309,23,3770,5,2.0
488,310,23,227,5,2.0
489,311,23,1244,5,2.0
490,312,23,442,4,2.0
491,313,23,2934,5,2.0
492,314,23,3110,4,2.0
493,315,23,714,5,2.0
494,316,23,1589,5,2.0
495,317,23,3283,5,2.0
496,318,23,2404,5,2.0
497,319,23,3588,5,2.0
498,320,23,707,5,2.0
499,324,23,562,4,3.0
500,325,23,3673,4,1.0
501,326,23,47,5,2.0
502,327,23,2703,4,2.0
503,328,23,1572,4,3.0
504,329,23,1454,5,3.0
505,330,23,3434,2,2.0
506,331,23,1438,5,2.0
507,332,23,1551,5,3.0
508,333,23,3724,5,2.0
509,334,23,3357,5,2.0
510,335,23,1787,5,2.0
511,336,23,1064,4,2.0
512,337,23,1495,5,2.0
513,338,23,3525,5,2.0
514,339,23,2180,5,2.0
515,340,23,3578,5,2.0
516,342,23,1106,5,2.0
517,343,23,2745,4,2.0
518,344,23,1719,5,2.0
519,347,23,1028,5,2.0
520,348,23,3353,5,2.0
521,350,23,2678,5,2.0
522,353,23,2823,5,2.0
523,354,23,2930,5,2.0
524,356,23,20,5,2.0
525,357,23,3391,4,2.0
526,358,23,474,5,2.0
527,359,23,3011,4,2.0
528,360,23,1024,3,2.0
529,361,23,3111,1,1.0
530,362,23,676,5,2.0
531,363,23,2536,4,3.0
532,364,23,684,5,3.0
533,365,23,3647,5,2.0
534,366,23,2187,4,2.0
535,367,23,1831,5,2.0
536,368,23,1589,3,1.0
537,369,23,1266,5,2.0
538,370,23,2671,5,2.0
539,372,23,2049,4,2.0
540,373,23,883,5,2.0
541,374,23,2524,5,2.0
542,375,23,286,5,2.0
543,376,23,1400,5,2.0
544,378,23,1843,5,2.0
545,380,23,2641,4,2.0
546,382,23,3541,4,2.0
547,383,23,993,3,1.0
548,384,23,2747,5,2.0
549,385,23,1866,5,3.0
550,387,23,2428,5,2.0
551,388,23,1400,5,2.0
552,389,23,3689,5,2.0
553,390,23,3540,4,2.0
554,391,23,2859,5,2.0
555,393,23,3787,4,2.0
556,394,23,1654,5,2.0
557,396,23,1590,5,2.0
558,398,23,3636,5,2.0
559,399,23,2287,5,2.0
560,400,23,252,4,2.0
561,401,23,2364,5,2.0
562,402,23,2252,5,2.0
563,403,23,2607,5,2.0
564,405,23,2341,5,3.0
565,406,23,2825,5,2.0
566,407,23,3050,4,2.0
567,413,23,3043,4,2.0
568,414,23,3155,5,2.0
569,415,23,520,5,2.0
570,416,23,397,4,3.0
571,418,23,1028,5,2.0
572,419,23,3814,5,2.0
573,421,23,3372,5,2.0
574,422,23,1177,5,3.0
575,423,23,2512,5,3.0
576,424,23,919,5,2.0
577,425,23,1236,5,2.0
578,426,23,2165,4,2.0
579,427,23,1726,5,2.0
580,428,23,3239,5,2.0
581,429,23,2212,5,2.0
582,430,23,2036,5,2.0
583,432,23,73,5,2.0
584,434,23,1797,5,2.0
585,435,23,1205,5,2.0
586,436,23,2703,4,2.0
587,437,23,3325,5,2.0
588,438,23,702,5,2.0
589,440,23,3560,5,3.0
590,441,23,1920,5,3.0
591,442,23,1255,5,2.0
592,443,23,1840,5,2.0
593,445,23,2475,5,3.0
594,446,23,1714,5,2.0
595,447,23,1778,5,2.0
596,448,23,315,5,2.0
597,449,23,2734,5,2.0
598,450,23,3262,4,2.0
599,452,23,3565,5,2.0
600,453,23,2904,5,2.0
601,454,23,256,5,2.0
602,455,23,1221,5,2.0
603,457,23,3021,5,2.0
604,459,23,856,4,2.0
605,461,23,446,3,3.0
606,462,23,1726,5,3.0
607,463,23,1362,5,2.0
608,464,23,1841,5,3.0
609,466,23,903,3,2.0
610,467,23,2498,5,2.0
611,468,23,2785,5,2.0
612,469,23,895,5,2.0
613,470,23,1611,5,2.0
614,472,23,3069,5,2.0
615,473,23,1476,5,2.0
616,474,23,1715,5,2.0
617,475,23,1773,5,2.0
618,476,23,3536,5,2.0
619,478,23,3225,5,2.0
620,479,23,2257,5,2.0
621,480,23,2826,5,2.0
622,483,23,2336,5,2.0
623,484,23,3380,5,2.0
624,486,23,2589,5,2.0
625,487,23,1013,3,2.0
626,491,23,878,5,1.0
627,493,23,1764,5,2.0
628,494,23,3507,4,2.0
629,496,23,511,5,2.0
630,497,23,1329,5,2.0
631,499,23,1210,4,2.0
632,501,23,820,5,2.0
633,502,23,3753,5,2.0
634,504,23,2202,1,2.0
635,505,23,808,5,1.0
636,506,23,3223,5,2.0
637,508,23,1788,5,2.0
638,509,23,2558,5,2.0
639,511,23,3330,5,2.0
640,512,23,2481,3,3.0
641,513,23,3253,5,2.0
642,515,23,553,1,1.0
643,518,23,3251,4,2.0
644,519,23,892,5,2.0
645,520,23,1765,5,3.0
646,522,23,1361,5,2.0
647,523,23,2817,5,2.0
648,524,23,324,5,2.0
649,525,23,673,4,2.0
650,526,23,1433,5,3.0
651,527,23,2757,4,2.0
652,528,23,1963,5,2.0
653,529,23,2816,5,2.0
654,530,23,3064,5,2.0
655,533,23,2301,5,2.0
656,534,23,1754,3,1.0
657,535,23,438,4,2.0
658,536,23,1173,3,2.0
659,537,23,1988,5,2.0
660,538,23,11,5,2.0
661,539,23,2665,4,2.0
662,540,23,747,5,2.0
663,541,23,2769,4,2.0
664,542,23,3056,5,3.0
665,543,23,3170,5,2.0
666,545,23,3482,5,2.0
667,546,23,3422,5,2.0
668,547,23,1348,4,2.0
669,548,23,3414,5,2.0
670,549,23,15,5,2.0
671,550,23,1952,5,2.0
672,551,23,678,5,2.0
673,552,23,909,5,2.0
674,553,23,1228,4,2.0
675,554,23,3604,5,2.0
676,555,23,811,5,2.0
677,556,23,921,5,2.0
678,557,23,524,5,2.0
679,559,23,465,4,2.0
680,560,23,2727,4,2.0
681,561,23,1993,3,1.0
682,562,23,1340,5,1.0
683,563,23,1932,5,2.0
684,564,23,386,5,2.0
685,567,23,656,4,2.0
686,568,23,3759,5,2.0
687,569,23,1301,4,2.0
688,570,23,2594,5,2.0
689,571,23,1197,5,2.0
690,572,23,2946,5,2.0
691,573,23,2164,5,2.0
692,576,23,2240,5,2.0
693,577,23,3369,5,2.0
694,578,23,221,5,2.0
695,579,23,1349,5,2.0
696,580,23,2624,4,3.0
697,581,23,958,5,2.0
698,584,23,2396,2,2.0
699,586,23,2547,4,2.0
700,587,23,1396,4,2.0
701,588,23,1227,5,2.0
702,589,23,1433,5,2.0
703,590,23,147,5,2.0
704,591,23,1068,5,2.0
705,592,23,3147,5,2.0
706,593,23,3566,5,2.0
707,594,23,2607,4,2.0
708,595,23,739,5,2.0
709,596,23,1511,5,2.0
710,597,23,550,5,3.0
711,598,23,902,4,2.0
712,599,23,1021,4,2.0
713,600,23,3727,5,2.0
714,601,23,2546,5,2.0
715,602,23,309,5,2.0
716,605,23,2690,5,2.0
717,606,23,2144,5,3.0
718,611,23,518,5,2.0
719,613,23,3743,5,2.0
720,614,23,591,5,2.0
721,616,23,1163,5,2.0
722,617,23,2386,5,2.0
723,618,23,2102,5,3.0
724,619,23,3561,5,2.0
725,620,23,1260,4,2.0
726,621,23,3801,4,2.0
727,622,23,180,5,2.0
728,625,23,2135,5,2.0
729,627,23,1284,5,2.0
730,628,23,1620,5,2.0
731,629,23,1785,5,2.0
732,630,23,2520,4,2.0
733,632,23,574,5,2.0
734,633,23,1847,5,2.0
735,635,23,837,5,1.0
736,636,23,935,5,2.0
737,638,23,39,5,2.0
738,639,23,2584,5,2.0
739,641,23,157,5,2.0
740,642,23,1553,5,2.0
741,643,23,280,5,2.0
742,644,23,396,5,2.0
743,645,23,1527,5,2.0
744,646,23,1811,5,2.0
745,647,23,220,4,2.0
746,649,23,1495,5,2.0
747,651,23,1225,3,2.0
748,652,23,897,5,2.0
749,653,23,1339,5,2.0
750,654,23,3317,5,2.0
751,655,23,2468,4,3.0
752,656,23,1174,4,2.0
753,657,23,1665,4,2.0
754,659,23,3425,5,2.0
755,660,23,3176,5,2.0
756,661,23,3572,5,2.0
757,665,23,1234,4,2.0
758,666,23,198,5,2.0
759,667,23,1182,5,2.0
760,668,23,581,5,2.0
761,669,23,1214,4,2.0
762,670,23,1377,4,2.0
763,671,23,2900,5,2.0
764,672,23,2200,5,2.0
765,674,23,828,4,2.0
766,676,23,1455,5,2.0
767,677,23,1765,4,3.0
768,678,23,657,5,2.0
769,682,23,492,5,3.0
770,683,23,1193,5,2.0
771,685,23,3570,5,2.0
772,686,23,1393,4,2.0
773,687,23,2563,5,2.0
774,688,23,3246,4,2.0
775,689,23,177,5,2.0
776,691,23,644,5,2.0
777,692,23,238,5,2.0
778,693,23,331,4,2.0
779,694,23,2607,5,2.0
780,695,23,361,4,2.0
781,696,23,1357,5,2.0
782,697,23,1081,4,3.0
783,698,23,2736,5,2.0
784,699,23,1070,5,2.0
785,700,23,740,5,2.0
786,703,23,2963,3,2.0
787,705,23,3148,5,2.0
788,706,23,480,5,2.0
789,707,23,2182,5,2.0
790,708,23,1901,5,2.0
791,709,23,3741,5,2.0
792,711,23,2313,5,2.0
793,712,23,807,5,2.0
794,715,23,1691,4,2.0
795,716,23,36,5,2.0
796,717,23,526,5,2.0
797,718,23,402,5,2.0
798,719,23,1054,5,2.0
799,720,23,1855,5,2.0
800,721,23,2796,4,2.0
801,722,23,379,4,2.0
802,723,23,277,4,2.0
803,724,23,2335,5,2.0
804,725,23,2569,5,2.0
805,726,23,102,5,3.0
806,728,23,1059,5,2.0
807,729,23,986,5,2.0
808,731,23,1084,5,2.0
809,732,23,3699,5,2.0
810,734,23,2096,5,2.0
811,735,23,208,5,2.0
812,736,23,40,4,2.0
813,737,23,1318,5,2.0
814,738,23,1988,5,2.0
815,739,23,74,4,3.0
816,740,23,2996,3,2.0
817,741,23,2513,5,2.0
818,742,23,1863,4,2.0
819,744,23,2005,5,2.0
820,745,23,3028,5,2.0
821,746,23,3198,4,2.0
822,747,23,1889,5,2.0
823,748,23,1837,5,2.0
824,749,23,2713,4,2.0
825,750,23,3015,5,3.0
826,752,23,179,5,2.0
827,753,23,3626,5,2.0
828,755,23,711,5,2.0
829,756,23,1315,5,2.0
830,757,23,3495,5,2.0
831,758,23,1904,5,2.0
832,759,23,1585,5,2.0
833,760,23,365,5,2.0
834,761,23,1614,4,2.0
835,762,23,3350,5,2.0
836,763,23,230,5,2.0
837,764,23,542,4,2.0
838,766,23,2833,5,2.0
839,767,23,1376,5,3.0
840,768,23,1078,5,2.0
841,769,23,2220,5,2.0
842,770,23,1528,4,2.0
843,771,23,226,4,2.0
844,772,23,1407,5,2.0
845,773,23,585,5,2.0
846,774,23,3698,5,2.0
847,775,23,594,5,2.0
848,776,23,2715,5,2.0
849,777,23,3208,3,1.0
850,778,23,1766,5,2.0
851,779,23,1747,5,2.0
852,780,23,3187,5,3.0
853,781,23,3222,5,2.0
854,782,23,1027,5,2.0
855,783,23,2574,5,2.0
856,784,23,1741,5,3.0
857,785,23,997,5,2.0
858,786,23,1021,4,2.0
859,787,23,2793,2,1.0
860,788,23,3175,5,3.0
861,789,23,2161,5,2.0
862,790,23,3734,5,2.0
863,791,23,1534,5,2.0
864,792,23,521,5,2.0
865,794,23,2467,5,2.0
866,795,23,2097,5,3.0
867,796,23,2342,5,3.0
868,797,23,3676,5,2.0
869,798,23,1930,5,2.0
870,799,23,2563,5,2.0
871,800,23,3810,5,3.0
872,801,23,3242,1,1.0
873,802,23,1356,5,2.0
874,803,23,2746,4,2.0
875,804,23,879,5,2.0
876,805,23,1289,5,2.0
877,806,23,3469,5,2.0
878,807,23,208,5,2.0
879,808,23,776,4,2.0
880,809,23,1956,4,2.0
881,810,23,1876,4,2.0
882,812,23,474,4,2.0
883,813,23,3757,5,3.0
884,814,23,1936,5,2.0
885,815,23,226,4,2.0
886,816,23,2248,5,3.0
887,817,23,1604,4,2.0
888,819,23,3679,5,3.0
889,821,23,3018,4,2.0
890,822,23,3216,5,2.0
891,823,23,1865,5,3.0
892,824,23,2844,5,2.0
893,825,23,3149,5,2.0
894,826,23,1767,5,2.0
895,827,23,1589,2,2.0
896,828,23,654,5,2.0
897,829,23,3340,4,2.0
898,830,23,1374,4,2.0
899,831,23,1434,5,2.0
900,832,23,3756,5,2.0
901,833,23,273,5,2.0
902,834,23,3598,5,2.0
903,835,23,297,5,2.0
904,836,23,342,4,2.0
905,837,23,1824,4,2.0
906,838,23,226,5,2.0
907,839,23,1539,2,1.0
908,840,23,1918,5,2.0
909,842,23,3506,4,2.0
910,843,23,3811,4,2.0
911,844,23,1752,4,2.0
912,845,23,2496,5,2.0
913,846,23,2207,4,2.0
914,847,23,1566,5,2.0
915,848,23,2058,5,2.0
916,850,23,2683,5,2.0
917,851,23,2688,5,2.0
918,852,23,2065,5,2.0
919,853,23,2029,4,2.0
920,854,23,1507,4,2.0
921,855,23,1826,5,2.0
922,856,23,3752,5,2.0
923,857,23,3051,5,3.0
924,858,23,3467,3,1.0
925,859,23,3534,4,2.0
926,860,23,703,4,2.0
927,861,23,166,3,2.0
928,862,23,2824,5,3.0
929,863,23,2118,5,2.0
930,864,23,2663,5,2.0
931,865,23,458,5,2.0
932,867,23,2431,4,2.0
933,868,23,2602,5,2.0
934,869,23,3733,5,2.0
935,870,23,1921,5,2.0
936,871,23,226,5,2.0
