reviewId,itemId,userId,rating,testimony
585,23,1153,5,Loving it the ability to call up and watch sesame street with my daughter its awesome
485,23,30,5,A great addition to our home. Kids love it and is vary helpful
1483,20,2035,5,Got it as a Christmas gift and I love it! I would recommend this product.
482,23,2370,5,Bought this for my mom. She thinks it's great. It is easy to use and hooked right up to all her previously owned items.
1148,20,1378,5,"I gave the Echo 5 stars but I like Amazon products and ultimately the product is good..however, I use Cree smart light bulbs in my house and bought this Echo for the built in Hub to try and eliminate the extra hub space in my house..but the built in hub of the Echo Plus isn‚Äôt compatible at this time with Cree light bulbs..so I had to return it and wait for now and stick with my regular Echo and Echo Dot‚Äôs."
451,23,2024,5,Amazon Echo products are terrific and and quite helpful. Imagine taking the Alexa voice and adding some video to it. Really cool. Great for the kitchen where you can use it for recipes as well as music and other things.
3200,11,3696,5,Happy I bought this. Makes everything easier to control.
730,23,2638,5,Promising product that has been getting better with software updates since release.
1495,20,2087,5,"This smart bulb works with Amazon echo Plus. It can be turned on and off and also dimmed. The echo Plus is amazing - can play music, control TV and answer many questions."
3130,11,3468,5,"I HAVE BOTH THE ECHO AND THE TAP, THEY ARE SPECTACULAR"
684,23,2645,5,"I had looked at this for a while. I was thinking about purchasing it when Amazon was offering the buy on get the second one for less offer, but when both they and Best Buy dropped the price to $149 I jumped on it. It's perfect for my kitchen because I can use the screen to pull up recipes and I can video chat with my kids that live out of State. I would say that this is a great addition to any Smart Home."
351,23,3411,5,"This thing is really cool, love that it gives all the words to songs"
456,23,3104,5,I bought this as a gift for a relative with Amazon Echo in his house. He loves it.
142,23,3390,5,I was using the original Echo seldomly. Then I decided to get the Show... I use the Show a lot more. Was simple to set up and you can make calls with video. Great product
881,23,90,5,The sales associate was knowledgeable enough to lead me in the right direction in purchasing this product that‚Äôs compatible with my mother‚Äôs Arlo Security cameras. It works great!
1451,20,2552,5,"The whole family has so much fun with this, we all just ask questions just to hear her give us answers haha"
1112,20,3737,4,This was an awesome gift for someone very special and they enjoy it as much as I do mine would recommend product
908,23,3519,5,Love this new Echo Show.The best in the Alexa family
3146,11,2197,4,It's not bad for the novelty of Alexa. Might as well get the echo. Sound it not bad and I'm no audiophile. Might be good when my echo dots come in. Is it worth it? There are better Bluetooth speakers out there.
346,23,2155,5,Love Alexa and everything she can do! So great you can connect to other devices.
903,23,3132,4,"This has quickly become one of the most used at the kitchen counter! If you have Alexa an you like it, a must have upgrade."
1176,20,3254,5,This is a very neat item. Love all the things this can do!
392,23,3365,4,Love Alexa especially the touch screen - can play games- like Jeopardy
1286,20,2349,5,"I am so glad that I bought this Echo, it has made it easier to automate my music, and my lights throughout my house. We are still learning to use it, but hope to add our thermostat as well to the items I can control with my Alexa."
3104,11,207,5,Omg I am so enjoying this. Sitting around the back deck with family wishing we have music that doesn't require plugs or wires. Saw it online deals of the day read the reviews and ordered on he spot and drove a half hour drive to my closet Best Buy. Play it now everyday.
681,23,1888,5,As advertised......................................
751,23,108,5,This is just what I was looking for. It does just what it says it does!
1262,20,424,5,"received as a Christmas gift. really works well, we can turn the living room light on and off from anywhere with cell phone, so you don't need to remember to plug in a timer when going away. plays amazon music and sound is amazing"
433,23,528,5,I like how it has the screen but I do like the echo plus better. Both gets the job done
1328,20,3237,5,I love this product would really recommend to any one!
322,23,2201,5,"Bought for my daughters dorm, good device for streaming, making calls, etc., even for quick weather report"
1030,20,3,5,"Love the sound, I have a google home and is not as loud as this echo"
1529,20,899,5,"She's becoming part of the family, but, the Echo Plus is not much different (that I have discovered, yet, anyway) than the Echo 2nd generation. I haven't had the Echo 1st generation and so I do not know. I have had the Echos (Plus, Echos-2nd generation, and Dot) about 3 weeks and the only thing I think makes the difference is that it has a better sound quality, but, we are talking for those really connoisseur kinds of ears or the ones that like to turn up the volume. The Hue lightbulbs are great. I bought the Echo Plus on a Black Friday extended Sale and the Hue lightbulb was a real bonus, further. I liked it so much I went back and bought the pack of Hue bulbs that were also on sale. We are loving the whole system and the lightbulbs."
733,23,3687,4,"The Show is the new Alexa Device with a video screen. I like being able to see a screen when you ask questions, and you can view videos too. I also like that you can see the temperature, and date without having to ask. I like you can view a video of a recipe, not just see text. The one item missing from this great device is the capability to hook it up to your surround audio system.I have two dots and love them. The Show would be perfect if I could also hook it up to my audio system. Even though this feature does not exist, it still is a great product."
3151,11,1651,4,I have an Alexa but wanted a speaker for traveling. You can use this without a plug in cord.
2987,11,415,5,My teenager loves this and uses it daily. We've also took it places with us and the sound is great.
1526,20,1481,5,My first Alexa product and I’m going to say I’ve had her for about a month and I love it have it hooked up with my Phillips hue lights works awesome
1472,20,864,5,I love my Echo Plus!! The hub makes it easy to add devices to my Smarthome and Alexa is a great addition!!
1070,20,1836,5,Hard to review as I purchased for my son as a present
139,23,294,4,"We bought the two-for deal as presents. My mother will have a learning curve, but since the other one is going to my son, he can teach her! Looks like a neat appliance, but want to see if it can do more than weather, music and turning off the lights..."
690,23,670,5,"Bought two of these. one for the living room and one for the bedroom. great when you dont feel like walking to the living room and need to talk to your significant other. honestly dont use it much, but when i do its great. music shopping stupid questions movie times etc."
1293,20,2383,3,When I tried to hook it up it wouldn't recognize my internet. I will have to contact best buy when I get home and have their guys come out to see if they can get it working
1312,20,877,5,"As a newbie in smart home technology, I was attracted to the Echo Plus because of the built-in Zigbee hub which means it can connect directly to products like the Philips Hue line of smart bulbs without the need for a separate smart hub. Combine that with the power of Alexa voice commands and I was able to get my smart home up and running in a matter of minutes."
248,23,2029,5,"Love the echo show so much! Easy to use, connects to your mobil phone to easily call people!"
1531,20,931,4,Alexa in itself needs lots of improvement but with philips hue and smart plugs you can have a lot of fun settings
818,23,2790,5,"I like that you can Talk To Alexa. I like the lyrics to the music. I like the personal Assistant, It is So wonderful and limitless."
458,23,1941,5,I like the display with news. Found out a command to turn off screen which was bright at night. I haven't used for movies etc. but that should be fairly simple. Sound is decent and picture quality is not bad too. I bought with $100 discount on two.
960,20,1653,3,"I'm not a techie, but after days of trying to hook up, I gave up. I don't know if it was the Echo Plus or my carrier ATT Uverse causing the issue, but it would NOT connect. So, back to the store it went. Even with checking out blogs on the internet for assistance...none of it worked."
811,23,981,5,Got this for my dad for Christmas. He likes that the speakers sound better. He also enjoys being able to make video calls with it.
290,23,3793,4,I do like the Alexa stuff and how it can connect to my phone. Plan on getting the door bell video stuff next.
439,23,534,5,"Have not set it up yet but really looking forward to using it. I have a regular Alexa and love that ,so This should be even better!"
460,23,2071,5,"This amazon echo is awesome, my girl loves it, im happy"
227,23,3044,5,Great product. Absolute love it. Alexa is fun to converse with and has a wealth of information
1517,20,605,5,"Bought 2 as Cristmas presents for my nephews. Both, ages 10-13 had them up and running within 20 minutes. Had fun asking questions and adjusting the Philips light bulb to different brightness levels. All in all it was a hit."
1151,20,1607,4,Great product. Didnt realize its compatible with different items
3158,11,1391,5,I already own an echo dot but don't love the sound quality for music playback - the tab does a great job especially when you consider its size and price - overall very happy
1388,20,1710,4,Nice addition to the home but not essential
3037,11,175,4,It's pretty cool. Integration with Amazon Music via the mobile phone interface is a little iffy which is odd given both products come from the same company.
294,23,2991,5,"I bought the Alexa Show on a whim, and it was a great decision. My wife and daughter absolutely love it, and they ask Alexa questions and to play their favorite music all the time. The display is very nice, and I love the sleek look of it. Amazon has outdone itself."
236,23,3730,5,"If youre like me and trying to update your home into a smart home, this is a must need. I have by my bed side and am able to see the front door"
196,23,738,5,This Alexa is the best one out of all them due to the screen feature
890,23,2550,4,Great product will recommend it to friends and family.
688,23,3246,4,Great item for the new home. Better than purchasi. This is a good product
928,23,2834,5,I resisted getting this since I already have two Echo units and one Dot. Black Friday gave me reason to buy one. I LOVE IT twice as much as the regular Echo. The set up is faster and easier and I love the visuals. I use my Shopping List and To Do List A LOT and having it display and being able to edit it without logging into the app makes it so much more worth it. I may be getting another :)
1368,20,1525,4,Very easy to use distance is sometime an issue for Alexa hearing at times
766,23,2833,5,Purchased this item for our daughter. She absolutely loves it!
1530,20,3466,5,Love it along with the Fire Stick works great. Works great with the voice
892,23,1903,5,The Show sounds significantly better than the echo plus. And the added screen features are nice. I just wish the ‚Äúthings to try section‚Äù would go away
228,23,525,5,I love that you and now see your answer on a screen with the Alexa Echo Show!!!
830,23,1374,4,"a bit difficult to set up, but it is amazing. Love the screen!"
555,23,811,5,"Bought for my 88 year old Mom, she loves it, help her with recipes and cooking."
238,23,3138,3,Alexa show is ok same technology as a tablet except voice activated
1048,20,226,5,"Love my Echo Plus, echo, echo spot and Ech show. Very satisfied with the products. They work great individually or with each other."
1237,20,3364,5,This will be a great gift for the whole house too enjoy.
3153,11,128,5,Pretty good sound for the size and configuration of speaker. Easy to set up.
1017,20,3014,5,Love my Alexa! Having lots of fun asking her questions and enjoy listening to music on it.
437,23,3325,5,"Great video quality, sound/music from a rather small device. Seems well made, entertaining, and more functional as we learn its many features."
416,23,397,4,"I bought this device for my girlfriend to use in the kitchen so she could look up and see recipes and instructions when trying new food dishes. The device is great for this. We also love being able to listen to music, world news, search for items or products and easily order items from this device. We also are able to connect other devices and operate lights in the home. It does so much more. I think this is a great device for the home."
591,23,1068,5,I’ve been enjoying this item and getting information so fast. Best purchase I ever made.
3198,11,620,5,Got this on sale for 100! Replaces my 500 cds! Must buy as long as you have Prime!
736,23,40,4,I use alexa to control my smart home and get internet information
557,23,524,5,This echo is amazing and it doubles as a picture display.
784,23,1741,5,Absolutely Love the echo Show! It is in my kitchen. I love seeing my to do and shopping lists on there. My calendar is there too. Plus I scroll pictures on it from my Amazon prime photos. Love being able to get the daily news briefing from MPR every morning. Also use it for timing things. Would highly recommend it to Amazon prime members. Got it at a great price on sale prior to Christmas.
670,23,1377,4,"It can stream music really well and not just from Amazon.I was expecting it to be smart like Watson, but it is more like an Blank Stare. Amazon should look into predicting questions like during 2017 Superbowl Play Offs. Alexa was unable to display or update the Play Off Brackets. It understands my voice really well, were most telephone automated assistants rarely get what I am saying. It want pair to my Portable Bluetooth Speaker. It will pair to my cell phone, but only to receive Music from it.The Audio quality is varies with amplitude. With low amplitudes Alexa has booming sound making it hard to understand from across the room, but an amplitude setting of about 50% the audio becomes clear and understandable. I really like playing games like Jeopardy with Alexa. No climbing through the closet to find a box anymore, and when you do find it box half the pieces are missing."
935,23,226,4,"I had the Echo previously, but having the screen opens up more options for Alexa. I find it helpful to be able to glance at the screen and see things like time and weather. I also have cameras setup and I can use Alexa to view these feeds. While the unit is kind of large, it is stable and supports touch. I haven't tried video calling or playing videos, but the screen quality seems pretty good."
431,23,1241,5,My Echo Show is my Christmas gift to myself! So far I am having great fun with this nifty new addition to my Amazon family of home monitoring devices. I have connected the Show to my Ring doorbell.
180,23,285,5,I purchased this for my children who are separated by miles. Can't wait for them to open their gifts
1258,20,1921,5,This is the best...fast to play music and check weather and lots of other questions
693,23,331,4,"FUN TO USE FOR ANY AGE JUST SAY ALEXA"""""""""""""""""""""""""""""
606,23,2144,5,Amazing. Voice recognition great at long distances. Amazon music great! Cant say enough good!
1301,20,3031,5,I didnt know what I was missing out on until I got an Echo Plus
1486,20,2437,5,Works great! Just the beginning of my plans for a smart house!
3163,11,95,5,Best speaker with Alexa enabled. Value of money!!
1532,20,1087,5,Alexa rocks. The Echo Plus is super easy to set up. I works great. Love everything about it. Adding more devices.
578,23,221,5,"I knew this item would be great, but the Echo Show has exceeded my expectations."
1469,20,291,5,I love being able to turn my lights on or off by voice. It makes life a lot easier. I am looking forward to finish making my home a smart home by buying other products.
382,23,3541,4,We really are enjoying asking Alexa questions and she is connected to our Sonos system playing music around the house. She doesnt always understand me. Not sure if it is her or me.
1295,20,374,5,Set up was simple. We liked so much we bought one for my Mom
1419,20,2437,5,i was weary about it at first but it was easy to setup and get the hang of and definitely makes life easier!
764,23,542,4,I like it. Needs more features to really become a good product. Needs browsing capabilities.
3097,11,3479,3,When it works it's great but for some reason it doesn't always answer me When it doesn't answer me I turn off the tv and make sure no one else is talking and it still doesn't work at that time. It was easy to set up with the phone app. Doesn't seem to matter where the phone is when it isn't working. I've tried close and far and in between. So a case of great when it works and the pits when it doesn't
466,23,903,3,"The device works well mechanically, however, the software needs a lot of work. Half of my commands are not understood and I have cameras linked up to it that‚Äôs rarely recognized."
3073,11,1063,5,"I was looking for a blutooth speaker to use with my phone but I didn't want to worry about things being ordered on my amazon account or the whole dreaded electronic eavsdropping that has been in the news the last few months. This speaker fits the bill as you can disable order by Alexa, and you have to manually push the listen button for the mic to pick up sound. The speaker quality is great for a portable option. The only thing that I don't like is the charging stand can lose connection if its not sitting just right, but I can't knock a star for this as they allow you to plug the cable directly into the unit itself which solves the problem."
948,20,3391,5,"Love the convenience of being able to turn on a light or other appliances connected to smart switches with voice commands. Also very convenient music streaming, news and weather reports."
955,20,884,5,Love it. Its a lot of fun. Great speakers too provides a lot of great information and fun too!
947,20,17,5,"So I went to the store, purchased and gifted.it was a snap."
1229,20,2511,3,"It works well and sounds decent, but the hub portion of this is not as easy to use as Samsung."
1426,20,1039,5,"This is a neat little toy. Its pretty cool that Im able to turn the lights on and off, by talking to Alexa."
479,23,2257,5,I love the the ability to video chat and watch videos on how to do stuff
1127,20,1921,4,We have two echo ourselves and purchased this as a gift for someone. We have smart plugs for our lamps that Alexa turns on/off.
407,23,3050,4,$150 is a good price for this Alexa with a screen.
1459,20,3601,5,having an assistant like Echo makes life so much easier
3067,11,555,5,With this you have someone to talk to and answers you.
1397,20,1717,5,I love my Amazon Echo! Alexa is compatible with all of my technology and super easy to use. My favorite is the ease of making a grocery list and having it in the app instead of forgetting my list at home.
160,23,3145,4,Purchased this because I was buying the echo dot for my daughter and thought this would be fun for the family. We play music every day on it. Every one in the family is enjoying it. Only dislike is that it doesn‚Äôt have the hub.
167,23,3688,4,We really like that when you call someone you can FaceTime with them!
970,20,1685,5,I will definitely recommend this product . The tech support is also easy and friendly. Alexa keeps my husband company during the day answering his questions.
1343,20,2741,5,I have been greatly impressed with the Alexa. A friend loves calling me and asking her Alexa questions. We share alot of laughs just discovering all the things she can do. So I just had to purchase an Alexa for myself. I'm just beginning set my Alexa up. I hope it's easy because I'm not tech. salve. I've got to go and get started with the set-up.
1255,20,44,5,Bought this for my parents to use with their Amazon prime account. Sure they will love it.
1467,20,2178,5,This is one of Good item bought for my 2017 Thanksgiving deals
3006,11,3376,5,"Last Christmas I gave my nephew a fire stick, which he loved. In the meantime, I purchased an Amazon Tap for myself. Since he likes gadgets, I knew he would want one. So I purchased it for him"
3186,11,187,5,"I was looking for just a Bluetooth speaker to add to my laptop for better sound. When I first listened to Amazon Tap I was so impressed with the sound quality.....then add in all the features it was a no brainer for a purchase! Sound quality is off the charts, Alexa learns more every day, and so do I! If you are a Prime member, this is a must! If you aren't...then you really should be!"
1050,20,1480,5,Great product. Works as advertised and fun to use.
791,23,1534,5,Ive always loved the amazon Alexa smart products and use them to control my smart home setup.
1496,20,1943,4,"The Echo Plus is great. Alexa is the best feature. The only problem is, you cant use it wirelessly. It must remain plugged in at all times, which is kind of annoying."
747,23,1889,5,Love it Love it Love it!!!!!!!!!!!!!!!!!!!!!!!!!!!
136,23,2168,4,"Awesome sound which was unexpected. It's nice seeing info on the screen such as recipes, song lyrics, weather, etc."
1249,20,1102,5,The Echo Plus is an Awesome Device. Lots of information just by speech.
1089,20,3472,5,Purchased as a gift for the family. Cant wait to use it.
1448,20,3318,3,Now that now how to set it up I love my alexia lights
381,23,3079,5,My wife purchased this for me at Christmas. Was very surprised because she said she did not want a device like this in the house. I think she is enjoying it more than me. Easy to link with nest thermostat and smart plugs. Even figured out how to operate older garage door with it. If I can only figure a way for it to bring me a beer now.
1078,20,1446,5,Alexa turns on the lights and when I say Alexa good night she turns them off. Love her!
502,23,3753,5,"I bought this for my elderly parents that refuse to get a smart phone.They loved it, and feel safer with it. I programmed it to call 911 if they fall and need help. Plus they can see the grand children without any confusion."
105,23,3128,4,This device is awesome ‚ really lets you get very excited about smart home technology  Im buying a second one for my upstairs
1008,20,558,4,"I take 1 star off, because I had problems to syncing it with my W-FI."
1072,20,3531,3,It is an ok device but I find Google home to be better and more promising in the future
3179,11,3231,5,This is the best of both worlds. A reasonably priced BT speaker and an Amazon Alexa enabled device. I would highly recommend to anyone looking for a BT speaker and considering an Alexa enabled device.
1079,20,589,5,Got this as a present for my fiance for Christmas will update
310,23,227,5,My entire family enjoyed all of the purchases we from the store
3009,11,2469,5,Love Alexa....it works so well. Speaker system is excellent and it is amazing how many things it does!
203,23,3814,5,"This Echo Show comes in handy. I use it almost as much as I thought I would. I am still learning all that it can do, but my favorite part is the screen. Its not a huge deal, but if I could change one thing it would be a detachable power cable instead of hardwired."
3117,11,2531,5,Most speaker like this will be over USD150.00 but this one is less than that price with a great sound quality
1387,20,1706,5,I love Alexa. Has a pretty good speaker for listening toMusic and helps with my shopping lists.
1150,20,3451,4,The first one was not working so we had to take it back and get a new one
459,23,856,4,This product worked very well and very easy to use.
281,23,954,4,"Bought this for a Christmas gift, so haven't actually seen this in action yet. Checked other reviews and they were good, and Best Buy had an awesome Black Friday price."
1013,20,3722,5,I love having Alexa in my home. Alexa has helped from recipes to relaxing sleep sounds all night
647,23,220,4,Works good. Have to be very careful with kids. Overall good product
508,23,1788,5,Love this thing. Little apprehensive at first. But Alexa will grow on you
1099,20,1208,4,Works great with WeMo and Philips Hue. Great sound and voice recognition.
237,23,672,5,he echo show is great. I can use it to monitor my outside inside cameras.
697,23,1081,4,"So we added this to our Echo family of devices. It's nice to have screen, but I honestly don't find I use it as much as I thought I would. The video calling feature would be pretty great IF we knew more people with a video capable Echo device.... Also, we've had some technical issues that I haven't been able to resolve as of yet. Ultimately, this is a powerful little gadget and can be fun to pop on a movie while sitting at the kitchen bar counter. It's also awesome to be able to display our security camera feed for the outdoor cameras, but you should probably investigate it's features and your needs before splurging on this over one of the more 'traditional' echo devices. It's essentially an Alexa enabled tablet with a nice speaker, so something to think about."
3175,11,3217,5,Great sound and functionality. Minimal kinks in programming. Love it for my bedroom.
3098,11,2678,5,"We have bought two Taps, one for ourselves and one as a gift for our son. We love the portability of the Tap. It's perfect for our deck. Our grandchildren love it, too."
888,23,938,4,Alexa is great and even better with a screen to show you all your searches and videos
1403,20,3595,5,Having fun with all the things we can learn from Alexa! It is almost like having another person in the house!
183,23,3600,4,I love how you are able to get a visual effect along with audio from Alexa
3210,11,1524,4,"Fantastic sound from such a small speaker, excellent! Not as impressed with its other potential capabilities- more difficult to set those up & get all the various apps needed to do things like get weather, order items, etc.. Wish it came with more pre installed I guess."
1205,20,2123,5,I purchase one for my children and us is a great way to stay connected and smart to have it at home
600,23,3727,5,Great product that a whole family would enjoy. Its a perfect addition to the household.
1280,20,3206,5,"Decent sounding music device...easy to connect and use the app. Getting custom routines set up with smart home (vivint, hue, etc) takes some trial and error figuring out commands. Would buy again."
1080,20,1353,5,"I enjoy Alexa, she reminds me of appointment and alerts me when my packages arrive."
336,23,1064,4,"Fun and useful, very interactive and still learning all abilities."
522,23,1361,5,Great device. Love Alexa being able to pull up home cameras to view!!
958,20,3786,5,Alexa walks you through every step which I found helpful.
378,23,1843,5,Its an awesome item. Me and the kids love it.
3207,11,947,5,"Excellent sound and fun. Very portable and easy to carry in backpack. All the features of Echo and Echo Dot but you must ""Tap"" the button before speaking."
1408,20,2374,5,"Bought for mother, she loves it! Good price, in stock, and an easy purchase."
3137,11,3045,5,I the awesome I use it at work at lot its loud enough to enjoy any where
820,23,955,5,"This has been perfect for the kitchen, it plays music & I can sing along with the words on the screen. Love that Alexa also allows for multiple timer settings when cooking."
3204,11,610,5,Great speaker and the sound is great. Use it every day. Love being able to use Alexa when attached to my network.
