,reviewId,rating,testimony,itemId,userId
17,17,4,Item work well and was easy to read from in day light,19,3526
18,18,5,Great product and service will refer to a friend. And the sales man r good,19,2902
19,19,4,Everything is great except that i can't read external pdfs properly. Either it zooms too much of too little. For kindle books it provides great experience. Battery life is awesome!,19,2964
20,20,1,"I was looking for a kindle whitepaper. I saw online for $80. What a deal. I ordered it on line and picked it up in the store. I got it home and couldn't adjust the brightness. After a lengthy time with online customer service I called customer service. After 20 minuets with speaking to a female Elmer Fud that doesn't speak english well I figured I would just return it. Although it looks Identical to the $120 model, you can not adjust the brightness. That would have been good information before I bought it.",19,1236
21,21,4,This is a nice bare-bones reading device. Easy to set up and use. My greatest issue is that it isn't back lit so it can't be used w/o a light on in the room. Returning it an purchasing a paperwhite instead.,19,1839
22,22,5,"Easy to use and navigate, purchasing books is fast and simple and I love the fact that I can password protect this device",19,2956
23,23,4,The Amazon Kindle is light weight and easy to use.,19,1971
24,24,4,"I love hear readers, I had to replace mine because I destroyed the last, but it is awesome",19,2781
25,25,5,Love the simplicity. Also love that I use it for reading only and can't download distracting apps.,19,3742
26,26,5,My husband loves this Kindle. He has a muscular disease keeping him from being able to handle anything with much weight at all. This is perfect.,19,1078
27,27,5,I've wanted a kindle for a while and decided to get it when BB put it on sale. I am not disappointed.,19,1514
28,28,5,I have several Kindles so knew what to expect. It is a great reading device and I keep several in different locations.,19,3191
29,29,4,"I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books.",19,2022
30,30,4,My fiancée really enjoyes it! I would definitely recommend.,19,443
31,31,4,"Simple, great buy for your money if you are an avid reader.",19,2084
32,32,4,I like the changes that have been made since my current 4 year old unit was purchased,19,2221
33,33,5,Fits nicely in your hand and its touchable. increase the size of the fonts,19,848
34,34,4,"Great buy, do a lot of reading and he no glear screen is awesome while in the sun.",19,2343
35,35,4,I lie the size and weight for the kindle-makes it very convenient to take large books with me in digital format.,19,2798
36,36,5,Great price and works great for book reading. Would recommend,19,3042
37,37,5,Got it when it was on sale. Totally fall in love with it. Bring with it me everywhere.,19,1298
38,38,5,I never used kindle before. My wife gifted me on my birthday. This is the amazing product. I am using it for daily reading. The display is fantastic and no strain on eyes.,19,3607
39,39,5,I bought this with paper white and didn’t see much of a difference in terms of resolution and use. I totally recommend this reader as it’s so small and powerful!,19,2059
40,40,5,The sales people are really nice and knowledgeable to me I will come back again,19,2902
41,41,5,I'm a longtime Kindle user and jumped at the opportunity to bring my granddaughter into the fold with this gift. She loved it!,19,3774
42,42,5,"Overall good product, does what is advertised, comfortable to use.",19,81
43,43,5,"The kindle has come in very handy lately, I always have a book to read and this is great to just grab on the go. Battery life is great, only drawback is no backlight.",19,1688
44,44,4,"I am loving my new Kindle! I have wanted one for a while and finally bought one, and even though it was the cheapest one, it has exceeded my expectations. I love how there is no glare.",19,439
45,45,5,"I already has an older version of the Kindle, but this one is even better. I love the touch screen and the ability to scroll without buttons.",19,2171
46,46,4,"Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.",19,269
47,47,5,"Amazon kindle products have always been reliable, consistent quality and this is no different. Very happy with it.",19,3726
48,48,4,working well and very cheap if we think in the price way,19,509
49,49,4,"The battery doesn't last as long as was advertised, if you have the money I would recommend the backlit model.",19,3176
50,50,5,"This Kindle doesn't have a lighted screen like the pricier models but it has a higher dpi screen than the lower model. It's exactly what I needed, nothing more, nothing less. I've had no problems with the reader at all so far so I'll give it 5 stars.",19,2880
51,51,3,The kindle is good to download apps for books catch up with reading,19,3814
52,52,4,"After the first one stopped working after only 3 weeks-best Buy replaced it with no fuss and it's going great. Small, lightweight (so fits in a purse/handbag) and with the anti-glare screen you can read in direct sunlight",19,3405
53,53,5,"I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet.",19,217
54,54,5,"Great item, easy to use,would recommend to anybody want to use!",19,2032
55,55,5,I bought this as a gift to my dad and he loves it. Well worth if you dont plan on reading in dark.,19,1181
56,56,5,the future of reading you just have this and it is like a whole library,19,263
57,57,5,"I bought this for my daughter, wanting to get her a kindle without having access to games (like with the kindle fire). This latest version of the kindle is excellent. I am jealous of my daughter and now am thinking about upgrading from my older kindle. The touchscreen is responsive. If you like reading on the kindle, it is worth the update.",19,2875
58,58,5,"This is a great way to read books on the go. There's no backlight, so reading in darker rooms may be hard. But it's affordable and portable and a great way to take all your books with you.",19,2368
59,59,5,"I love the Kindle, it is a great product. It reduces eye strain so I enjoy reading on it. This is my second Kindle.",19,1095
60,60,4,i bought this as a backup. I am currently using the same headphone.,19,989
61,61,5,"We got the Kindle for our daughter who accompanied us to try out the two Kindle models. We were willing to buy either one and we assumed she would want the more expensive one with the backlighting feature. But as she tried both, she gravitated with certainty toward the basic model. ""Why would U want to read in the dark?"" She said. As the weeks and months have gone by, she says she's completely happy with the basic Kindle, it's exactly what she wanted. Perfect.",19,442
62,62,4,"Good, able to read under bright sunlight conditions too",19,1871
63,63,5,Very easy to handle. many books to choose from and very convenient,19,3511
64,64,5,I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,19,626
65,65,5,it is smaller than i thought but it gets the job done.,19,3483
66,66,5,"Love my new Kindle! I hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.",19,1401
67,67,5,"Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.",19,716
68,68,5,Kindle is the perfect E-reader. Easy to use and size is perfect to bring 'book' on the go.,19,3306
69,69,4,Easy to use and it arrived exactly as described. Good beginner device for youngsters who want a device to read from.,19,3714
70,70,1,Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant.,19,2570
71,71,4,My fiance really enjoyes it! I would definitely recommend.,19,443
72,72,3,"For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.",19,880
73,73,5,"It is still the best device for buying books and reading them. However, go with kindle paperwhite if you read books in dark places.",19,1779
74,74,5,Great product and service and the sales man r really nice.,19,2902
75,75,4,"When you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book.",19,1003
76,76,5,"My wife loves it, replaces a Kindle from like 2003.",19,835
77,77,4,"It's small, light, and easy to read from. I just wish I would have spent the extra 30 bucks and got the paperwhite. The more i use this one the more I wish I had the option of a backlight. If you're on the fence as I was, go with the paperwhite! However if the backlight is not an issue, this device is great and I would recommend it.",19,2294
78,78,3,This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes.,19,2455
79,79,4,"I love my new Kindle. The size is perfect. It fits right in my purse. Easy to navigate and I love the touch screen. I am able to read outside without a glare. Only flaw is that it is not backlit, so in order to read in the dark I need a book light. I don't mind that so much, I just wish kindle would come out with a case for this Kindle with a built in book light like they did for the first generation Kindle.",19,2173
80,80,2,it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,19,2330
81,81,5,"I bought this for my daughter. It is our 4th Kindle bought within the family. The touchscreen is great and my daughter loves it. In fact, those of us with older model Kindles are jealous.",19,2875
82,82,3,"This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.",19,1523
83,83,5,Exactly what I was looking for size wise and functional.,19,1638
84,84,4,"As always, great job! Very easy to use and it's always with me. Only problem I have is the button on the bottom is touchy, but not really an issue. Keep up the good work",19,2177
85,85,4,"I especially like the Amazon has a system to convert pdf to kindle format. Some of the things I read (journal articles) are in pdf format and I can email them to my kindle email and it shows up on my kindle with kindle format (larger text). You can find your kindel email at your account information. Only thing, I would have like a screen little larger.",19,3625
86,86,5,Im happy to have it. Very comfortable and easy to use every where,19,1946
87,87,4,"This is my eighth Kindle. Some others were either lost or screen-damaged. I bought it as a spare. Current model is better looking than earlier versions (white case), sturdier, and has an improved screen. Great price also; wish I'd bought two.",19,2695
88,88,5,My nephew is going to college next year and we want to give him a gift. Kindle suits it well for him to learn and study.,19,2063
89,89,5,Excellent lightweight way to take a lot of reading materials along when traveling.,19,1369
90,90,4,"I love my Kindle! I'm back to reading so much more often as I always have several books with me at all times! At first it surprised me that this version doesn't have a back light and you need a light to read, but I actually like it now as I don't get the eye strain like I do when using my phone.",19,2062
91,91,3,"I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.",19,2340
92,92,5,It's a perfect gift for young adult during the holiday session.,19,2148
93,93,2,"The screen is too dark, and cannot adjust the brightness",19,1018
94,94,5,I should have purchased a kindle sooner. It's easy to use and I love it!,19,2174
95,95,5,This was purchased as a gift and they've absolutely loved it.,19,3281
96,96,5,Great Gift for anyone. Very easy to setup. Coexist with all IOT Devices. Alexa is AWESOME!,23,1266
97,97,5,Super excited to give this as a gift. It's super convenient that Best Buy has Echo products in store instead of having to purchase from Amazon.,23,49
98,98,5,"We bought this for mother in law, buying another for me.",23,590
99,99,5,"Well designed, good sound, has everything Alexa has plus the HD video. Always ready with answers with associated video or text if applicable. Can show movie trailers, can also watch Amazon video. Excellent on-demand security video with Amazon compatible cameras. Voice activated message and/or video calls to Amazon Show owners or Alexa App holders. Highly recommended.",23,29
100,100,5,I have one Alexa and three Echo dots and having Echo Show now is awesome!,23,589
101,101,5,Omg I love my amazon show it is sooo cool and does a lot of cool stuff,23,303
102,102,5,Great looking design. Amazon Echo Show was easy to set up and use.,23,448
103,103,5,The product is very entertaining and useful. Would recommend it to anyone.,23,2236
104,104,4,Got it for few weeks but it kind of fades away from your life.,23,3012
105,105,4,This device is awesome ‘ really lets you get very excited about smart home technology ‘ I’m buying a second one for my upstairs,23,3128
106,106,5,I purchased this for my daughter and when I tell you she was so happy she hugged the box then me and back to the box!,23,1948
107,107,4,Overall product is excellent. Speakers should have a capability to be used as Bluetooth speakers like the echo.,23,3294
108,109,5,"I was a little hesitant to spend the money to get this but I am so glad I did! Alexa always answers when I say the commands and I have noticed it is probably 95% right with any command that I have given. Love the fact that I can see things on the screen. Some of my news briefings have a picture/video so that's nice too. We also love the video call option. Planning on getting one for my grandma who is not as technologically advanced, and could just sit at a table and talk with the grandkids. Worth every penny.",23,663
109,110,5,"Great product, very much recommended. Service at Best buy is always the best",23,454
110,111,5,"I bought 2 of these for gifts. I love my Echo and think the new one will be incredible too! After the holidays, I will buy one for myself!",23,3550
111,112,5,"I can watch videos, check my security cameras, and grey two for a fantastic price",23,901
112,113,4,"Dreams need topics, song lyrics scroll during song play, watch movies/trailers and etc. With it, if you can get it on sale, bought my for special deal at Best Buy for $129.99. not sure if the value is there at the regular price of$249.99. but it is very cool device.",23,2121
113,114,5,"information on weather, updates on music, events. Fun questions answered while working in kitchen. Good sound for a limited areaGreat sales assistance at Best Buy",23,358
114,115,5,bought for christmas present for son and family so we can communicate visually.,23,2493
115,116,4,"The Amazon echo is excellent. Easy to set up, and we now use it to automate the entire house from our air-conditioning thermostat to every light in the house with the Phillips hue bulbs. We went and got one for everyone in our family.",23,346
116,117,5,"I have both an Amazon Echo and Amazon Show and prefer the Show with the video screen. I use the Show to display recipes when cooking, lyrics to the music I’m listening to and video conferencing with my family. I like seeing headlines of stories scroll across the screen along with the t8me and temperature.",23,3183
117,118,5,"I have only been using my Amazon Echo Show for a couple days now but it works great. The microphone picks up my voice very easily, the sound quality is great, and it looks nice sitting on my coffee table!",23,2159
118,119,5,"this echo show lets you see so much, great item for your home!",23,132
119,120,5,The Echo is very easy to use and has features that allow users to converse easily with others who may have a hard time learning how to communicate using newer videophone technology. This product removes those barriers.,23,2052
120,121,4,I love my echo show I wish you could watch movies or tc shows or you tube so hopefully they will add that soon.,23,3086
121,122,5,Love all my Echo products and this one is exceptional as well. Was able to look in my house while away. Waiting for more update for access to apps in the future.,23,2605
122,123,4,"Little putsy so far, but there are continuous updates that I think will make this a great device to stay connected with family. Bought a second for my dad. Who knows, he might replace his land line someday if this gets better. I do think our original Echo is a bit better at responding, but I enjoy this one in the kitchen /aka hub of the house.",23,2489
123,124,5,"It's at its heart an echo, but having a screen on it, with 1000s of things to do with it make it a much easier recommendation over the simarly priced screenless echo plus",23,1162
124,126,5,I have 2 of these in my house work great I just bought 4 for Christmas gifts for my family,23,443
125,129,5,It’s awesome being able to control the lighting and lots of other controls with this!,23,2937
126,130,4,"I’m a big echo fan, so this seemed like a no brainer. I like it a lot, but I’m disappointed about google pulling YouTube functionality. I also feel like the original echo speaker sounded a little better and listened better with kitchen related background noise.",23,3177
127,131,5,"I was jealous when our son showed us his Amazon Show and some of the things it was capable of doing. Since AOL eliminated Instant Messaging, my wife and I were less able to communicate because our offices are on separate floors. So we got two Shows and two Spots and now not only can intercom easily but use Alexa for music and many other things. We will probably start using some smart home devices which Alexa can also control. It's a fun device which seems to be getting better all the time.",23,957
128,135,5,"I love the Echo Show and this is the 3rd one I have purchased (two were presents for family at Christmas). This one was for me. I love being able to hear music, connect with family via video and ask Alexa questions. Best purchase I could have made!",23,2206
129,136,4,"Awesome sound which was unexpected. It's nice seeing info on the screen such as recipes, song lyrics, weather, etc.",23,2168
130,137,4,I love the capability to see it on the screen and it allows me to not have to use my hands.,23,2422
131,138,5,Screen is really nice great for videos I would definetly recommend it,23,3109
132,139,4,"We bought the two-for deal as presents. My mother will have a learning curve, but since the other one is going to my son, he can teach her! Looks like a neat appliance, but want to see if it can do more than weather, music and turning off the lights...",23,294
133,140,5,By far my favorite Amazon product. I bought one for every bedroom in the home.,23,487
134,141,5,"Very fun to have music at the ready with a voice command. We use it with Amazon Unlimited which has nearly everything. Good to view recipes with Allrecipes, so we keep it in the kitchen for reference and musical ambience. The video is good too, it has youtube functionality. It would be nice to have regular tv though, but that is probably on the providers for now.. nice to have the photo background and lastly, to have lyrics on the screen when music is played!",23,1680
135,142,5,I was using the original Echo seldomly. Then I decided to get the Show... I use the Show a lot more. Was simple to set up and you can make calls with video. Great product,23,3390
136,144,5,My dad uses this as a speaker for the tv ...and loves it. He does use it in the traditional Alexa way...but the speaker option he discovered is an added benefit.,23,3169
137,146,5,Replaced a regular echo with this unit. Allows video chat with our son in college and replaces a digital picture frame at a very affordable price.,23,3085
138,147,5,We love the echo show. Best feature is the flash bringing that gives us a rundown on news and weather each morning.,23,724
139,148,5,"My girlfriend loves the echo show, I bought two of them...",23,363
140,149,5,"Along with fire TV, a prime membership, an amazon music subscription, other home automation devices and the Alexa app on the phone this system is very functional.",23,754
141,150,5,"It’s Alexa, but it has a screen, and it sounds pretty decent for a countertop device. My wife loves having it in the kitchen for recipes, weather music and fun!",23,2425
142,151,4,I purchased this as present for a friend and since I have an Echo I can video chat with her to check in. The quality of the video is great.,23,1793
143,152,4,"Like having another person in the house, I talk to Alexa more then my wife",23,2800
144,153,5,I really love it I use it everyday and it works great,23,1237
145,154,5,We struggled with a surprise Christmas gift this year. The store sales rep suggested this and it was a hit!,23,2111
146,155,5,"The Echo Show is a game changer, it's amazing as are all the Echo's but with this one you can watch video's, or see who's at your door. The things that Echo can do are limitless, it's like having a personal assistant.",23,160
147,156,5,"Another great product by Amazon, super fun and great for entertaining the family and guests.",23,3407
148,157,5,Great product fun to use. Very easy to set up and begin useing,23,1073
149,158,4,Gift for a relative they said they loved the gift.,23,181
150,159,5,Same as echo but with a screen which adds to the appeal to this product.,23,2928
151,160,4,Purchased this because I was buying the echo dot for my daughter and thought this would be fun for the family. We play music every day on it. Every one in the family is enjoying it. Only dislike is that it doesn’t have the hub.,23,3145
152,161,5,I live the echo show! So easy to set up and use. I have one in the kitchen and one in our main bathroom.,23,3330
153,162,3,"Alexa may be new, but I would have thought some of the simple commands she would have been able to respond to already. For the amount Amazon charges, it should come with better instructions, including what specifically to download into one's device (iPhone, etc.) so as to make some apps ready to go. Amazon dropped the ball on this one.",23,2637
154,163,5,"I previously owned a Nucleus device which was similar to this device but was not a great device and had a lot of bugs and did not do much so I returned it. This device is a masterpiece! Not only is it tied into the Alexa Echo universe, it can be used as an intercom throughout your house with other Echos and also can be used to view things and even call people that have Echo directly. It is an amazing piece of hardware and Amazon should be proud of themselves for developing such a beautiful device!",23,2377
155,164,5,"I love the echo show it is in my kitchen and we use it almost daily to listen to music while we cook and also to find new recipes to try, my kids use it to help with homework, my whole family uses it with ease and everyone loves it.",23,2646
156,165,5,Love it took the place off the echo in my bedroom.,23,3675
157,166,5,Fantastic product and does exactly as described. Great gift idea!,23,3453
158,167,4,We really like that when you call someone you can FaceTime with them!,23,3688
159,168,5,I bought it as a gift for my parents and they absolutely love it!,23,1217
160,169,5,"We love that even our four year old can tell Alexa to ""call papa"" or Alexa turn on the kitchen lights!",23,459
161,170,5,"I find myself saying to my phone, ""Alexa, play........."". I wish they made it for my car too.",23,3121
162,171,5,"Love how the echo show integrates with smart house devices and cameras. I use it to view our cameras, listen to music, make phone calls/video calls and even as a recipe guide when cooking. I’ve been very impressed!",23,616
163,172,4,Not going to lie - we haven’t even opened it yet. Planning on getting it all setup tomorrow night. I did see it at the store though & it was incredible,23,737
164,175,5,I recently purchased the Amazon show. It was easy to setup and use and I also added my own specialty screens and home screen. Extremely glad I bought it.,23,3433
165,176,4,we enjoy asking it questions about history & educational stuff for kids.,23,3450
166,178,5,I have the echo and a dot. This is great for video calling and intercom calling in the house. Use it every day. I run all my photo’s stored on Amazon prime and for music.,23,2903
167,179,5,What a treat! What’s the weather forecast? What’s the news this morning?? Just about all you need to know - plus Smart home control!!,23,2362
168,180,5,I purchased this for my children who are separated by miles. Can't wait for them to open their gifts,23,285
169,181,5,The Amazon Echo Show is a great addition to any connected home. Allows me to link Phillips Hue and Nest systems to control with voice. Great display and available information is awesome.,23,841
170,182,5,Worked as advertised - easy to set up and link to my wi-fi.,23,1394
171,183,4,I love how you are able to get a visual effect along with audio from Alexa,23,3600
172,184,4,"I think it is worth the sale price of $150.00 but it has limitations. For example it shows my calendar but you can only see the first item, then if you ask for more, you see the next 3 or so. I The screen is updating with trivia...some interesting some not so much. I bet the next generation is a lot better",23,2527
173,185,5,Everyone should have this product. It’s great to have when you are needing to see something and your hands are full or you can’t find your phone.,23,2922
174,186,5,"When I first read about Amazon Echo Show, I thought the sound quality would be inferior to Echo because of the small size, which to me would be a deal breaker. I read that the sound is actually superior to Echo & it is compatible with most existing security cameras, so I decided to buy one. Then Best Buy ran a strong promotion if you buy 2, so I caved and bought 2. (I have a number of Echo's and 2) Echo Dots in the house). I am completely BLOWN AWAY by Echo Show!! Here is a brief summary of thoughts: LIKES: 1- Substantially the Best Sound Quality of any Echo to date, with stronger bass, directional stereo, Dolby Audio & focused sound field to the front. You can rock out louder, with less sound to the sides & back, so you do not share your music to all, as does the Echo.2- The 8) Far Field microphones are more effective than Echo. 3- High resolution 7"" screen is perfect for a desk or kitchen. 4- Song lyrics are great! (Free optional setting to turn on lyrics). 5- Photos of the album cover & the band on all music are awesome! 6- 3) buttons on top: Mute / Camera Defeat with red on screen indicator; Volume UP & Volume Down. 7- Excellent resolution with built-in camera. 8- Auto presence detector turns Show screen on when you are detected. 9- Speak to Alexa, just as with Echo or Dot, & Show mutes the volume & shows what you asked on the screen, with the music volume lowered in the background. 10- Ask the forecast & you get written & verbal forecast. You also get a second screen showing the next 4 days, including real feel, a picture of the anticipated weather, chance of rain, etc. 11- Say: Alexa, show me the ""Front Porch"", or any of the numerous security cameras & within 2 seconds, there is a highly detailed live video with sound! 12- Video conference - I do not know anyone else with Show yet, so I cannot try this but call yourself & you can see the picture they will see to adjust your surroundings. 13- Uses the same power supply as Amazon Echo. 14- Sleek shape fits right in with contemporary surroundings (see photo of Show in the center of the desk with 2) 4K monitors & iPad Pro). 15- The touch screen sensitivity is perfect. 16- Build quality is First Rate! 17- Rubber feet protect any surface & are anti - slip. 18- Addictive! More than any other device, this is one you will want in the center of your desk, as shown in my photo, because once you add the video component, you will wonder how you enjoyed music, sports, & just about everything, without it! 19- See your shopping list. 20- See visual confirmation that the lights you ask Alexa to turn on actually turned on. DISLIKES: NONE! I would only offer one design option. I would offer an optional Amazon Echo Show Wireless Subwoofer for this beast, that you could buy later. It would work like the many Soundbars that include a Wireless Sub. That would allow SHOW to not only ROCK OUT, but to shake the walls at the same time!I am seriously planning to sell some Echos & Dots to pick up a couple more Shows. They are GREAT!!",23,23
175,187,5,This is actually for a gift. Second one I purchased But great priduct,23,2923
176,188,3,I’ve asked itquestions and answers were unknown and could not help me,23,1598
177,189,5,Great product. Easy to use .very easy to set up ..,23,767
178,190,5,This product is great and a nice addition to the echo family.,23,2016
179,191,5,Connects with Echo Dot and Bluetooth with ease. Works great,23,334
180,192,5,"We love our echo. Use it everyday. One thing, it claims to pick up your voice from anywhere in the room, but that's not always the case. It's not a big deal, just get a little closer or louder and she follows the request/answers the question. Love it!",23,2672
181,193,5,Nice add on to work with Arlo pro cams or if you like to sing karaoke with alexa,23,2009
182,194,4,"At first I was concerned with the funny looking angle I saw on the pictures. The item was not displayed at the local store so I decided to take a chance. As an owner of the Echo Dot i figured it would work in the same manner and it does. I love that it works with the Arlo Pro. The screen is great and I soon figured out the reason for the funny angle of the item. The angled screen works great Only setback or recommendation would be to add a auxiliary output at the rear. Also you can watch prime movies, YouTube videos etc.",23,1510
183,196,5,This Alexa is the best one out of all them due to the screen feature,23,738
184,197,5,I love everything about this Alexa... if you’re on the fence.. just buy it.. it does everything!!!,23,416
185,198,5,If you like the Amazon Echo or the echo Dot you will love this for me the best part is when you make list or listen to music it puts the words on the screen for you,23,1136
186,199,5,"For some time I have been searching for a replacement for my Sony DASH which had support discontinued recently. While I am sure that being a bedside ""smart"" alarm clock was not the primary goal of the Echo Show it does fit the bill nicely. This was my first Echo purchase and now I have multiple Echo's and HUE lights. Great system all around!",23,1444
187,200,5,"She is Alexa, better younger sister. Love her, and some of the new skills great",23,2881
188,203,5,"This Echo Show comes in handy. I use it almost as much as I thought I would. I am still learning all that it can do, but my favorite part is the screen. It’s not a huge deal, but if I could change one thing it would be a detachable power cable instead of hardwired.",23,3814
189,204,5,"It’s good, but not google smart, it answers when no one asks. Kind of spooky. The distinction in the voice context is absent",23,3410
190,205,5,I like the ease and usage of the amazon show. I have a amazon echo and I decided to upgrade to this for the video call. Overall great product!,23,1835
191,206,5,I have been transforming my house to a smart home. So far thus is my favorite. Does so much I learn more each day,23,1320
192,207,4,"The visuals entice utilizing the product with greater frequency. Easy to set up and works well. There should be a manual to accompany the product. Going online encourages the purchase of a book of directions, rather than a simple online manual.",23,1644
193,208,5,I enjoy getting recipes and news via Alexa. Great speakers.,23,748
194,211,5,no problems so far I'm enjoying it. suggestion : it should come with some outputs plugs to connect it to bigger speakers / sound system,23,3784
195,212,4,"We love it to control the whole house lighting with Phillips Hue bulbs, as well as just everyday use for alarms, reminders, questions, news and even adjusting A/C, and Pandora Music Playlists. Bought one for my family as well.",23,346
196,213,5,This is not my first Echo product - we have 3 Echo dots. This is a step up for us. I have it placed in the kitchen and love it! The sound is outstanding and I love the screen feature. I will be buying additional ones for family as well as myself.,23,726
197,215,4,"almost a week late from release date from ups but finally got this and set it up which was easy, Once in a while it doesn't hear you right but that's probably due to being 10 - 15 feet away with the tv on other than that no problems",23,1615
198,216,5,This item was purchased as a gift for an annual holiday party. The recipient loved it.,23,1913
199,217,5,I am starting my smart home and this was an addition to what we had already which was the dot and echo. This is simple to set up and the kids can even control it!!,23,418
200,218,4,"We bought this to view our Arlo Pro cameras on something other than our iPhones. The Show does a great job of this. It is a fantastic Alexa device. My minor complaints are that it is slightly smaller than expected and you can’t view YouTube videos on it. Not huge deals at all, but minutely disappointing.",23,1140
201,219,5,"This is awesome and the sound is amazing, the screen is outstanding",23,1667
202,220,5,"Very neat item, fun to talk to. Easy set up to use.",23,2056
